time,open,high,low,close,volume
2021-05-25 14:00:00,37462.33,38141.62,37349.99,37634.62,5998.308158
2021-05-25 15:00:00,37634.62,38481.18,37000.0,38277.57,8671.076134
2021-05-25 16:00:00,38277.55,38299.88,37651.51,37796.69,3780.782607
2021-05-25 17:00:00,37798.56,38055.0,37500.0,37951.98,2689.649061
2021-05-25 18:00:00,37951.99,38288.0,37756.26,37884.91,2717.459642
2021-05-25 19:00:00,37884.9,37984.64,37011.0,37292.69,3464.765379
2021-05-25 20:00:00,37292.69,37794.72,37250.01,37598.77,2513.621469
2021-05-25 21:00:00,37603.8,38110.0,37420.4,37937.79,2369.798232
2021-05-25 22:00:00,37937.81,38753.98,37906.77,38405.0,3692.719609
2021-05-25 23:00:00,38402.99,38467.22,37946.55,38324.72,2194.475099
2021-05-26 00:00:00,38324.72,38600.0,37800.44,38099.53,3715.166099
2021-05-26 01:00:00,38099.52,38888.0,38074.72,38658.22,3359.477087
2021-05-26 02:00:00,38660.17,39573.25,38641.54,39212.14,6381.349602
2021-05-26 03:00:00,39212.14,39693.66,39094.11,39503.98,3425.442502
2021-05-26 04:00:00,39503.98,39606.67,39000.0,39387.86,3107.351158
2021-05-26 05:00:00,39387.86,39524.75,39152.0,39229.28,3115.325611
2021-05-26 06:00:00,39229.28,40755.0,39157.48,40549.99,8224.625409
2021-05-26 07:00:00,40549.99,40604.49,40261.07,40445.79,3829.989932
2021-05-26 08:00:00,40445.79,40841.0,39737.75,40148.49,6455.834267
2021-05-26 09:00:00,40152.12,40428.9,40066.0,40150.0,2700.857814
2021-05-26 10:00:00,40150.0,40330.0,39526.0,39681.38,5136.733159
2021-05-26 11:00:00,39681.38,39899.48,39379.79,39850.65,3143.223425
2021-05-26 12:00:00,39850.66,40289.75,39750.01,40119.99,4310.665267
2021-05-26 13:00:00,40120.0,40123.31,38790.23,38831.98,7319.982727
2021-05-26 14:00:00,38831.98,39339.52,38777.77,39129.22,5318.546814
2021-05-26 15:00:00,39128.16,39227.42,38440.0,38758.61,6130.04002
2021-05-26 16:00:00,38758.62,39350.0,38505.0,38552.43,4632.32452
2021-05-26 17:00:00,38552.42,39122.3,38008.0,38965.66,5044.160871
2021-05-26 18:00:00,38975.74,38975.74,38335.0,38626.63,3373.527321
2021-05-26 19:00:00,38626.64,38628.19,37900.03,38485.1,4778.257062
2021-05-26 20:00:00,38476.74,38823.27,38280.19,38719.48,3025.501809
2021-05-26 21:00:00,38720.54,39231.9,38518.09,39030.74,3021.814646
2021-05-26 22:00:00,39030.74,39128.18,38742.5,38957.84,2467.278452
2021-05-26 23:00:00,38957.83,39450.69,38639.74,39241.91,2763.297822
2021-05-27 00:00:00,39241.92,39243.1,38356.09,38615.78,3410.586002
2021-05-27 01:00:00,38613.36,38714.27,37502.0,37625.31,4904.25457
2021-05-27 02:00:00,37624.6,37995.19,37500.0,37814.93,3627.115021
2021-05-27 03:00:00,37813.77,37814.94,37134.27,37621.56,4041.338199
2021-05-27 04:00:00,37623.64,37789.85,37204.76,37733.34,2667.827494
2021-05-27 05:00:00,37733.34,38177.12,37452.31,38136.54,3428.818387
2021-05-27 06:00:00,38138.75,38300.0,37881.08,38246.67,2863.747324
2021-05-27 07:00:00,38246.67,38407.42,38033.7,38275.47,2357.767813
2021-05-27 08:00:00,38275.47,39173.62,37826.08,38824.34,4419.798594
2021-05-27 09:00:00,38821.08,39495.69,38800.0,39277.44,3658.812289
2021-05-27 10:00:00,39277.44,39608.72,39065.19,39212.5,3963.522527
2021-05-27 11:00:00,39210.48,39888.02,39203.49,39690.01,4170.246366
2021-05-27 12:00:00,39690.0,39945.0,39256.59,39316.81,4420.560001
2021-05-27 13:00:00,39316.81,40411.14,39310.02,39864.02,6214.326668
2021-05-27 14:00:00,39864.01,40355.57,39800.0,40024.8,3380.56096
2021-05-27 15:00:00,40024.8,40100.0,39461.85,39667.0,4385.197322
2021-05-27 16:00:00,39666.99,39721.28,38720.0,38825.44,6400.573744
2021-05-27 17:00:00,38822.28,39250.0,38691.0,39028.99,3226.776011
2021-05-27 18:00:00,39029.0,39222.13,38790.65,39089.57,1872.890459
2021-05-27 19:00:00,39094.18,39117.91,38500.0,38768.35,2602.29963
2021-05-27 20:00:00,38768.36,38831.76,38400.15,38445.05,2328.230093
2021-05-27 21:00:00,38444.07,39187.35,38195.19,38978.69,3416.064737
2021-05-27 22:00:00,38978.69,39146.39,38382.11,38503.15,2599.01282
2021-05-27 23:00:00,38503.16,38755.51,38279.1,38529.98,2186.831763
2021-05-28 00:00:00,38529.99,38877.83,37900.0,37998.94,4191.985106
2021-05-28 01:00:00,37998.94,38237.64,37687.77,38155.11,3182.878178
2021-05-28 02:00:00,38150.57,38416.74,38000.0,38283.4,2115.123722
2021-05-28 03:00:00,38283.06,38284.79,37813.38,38237.18,2497.471891
2021-05-28 04:00:00,38237.1,38237.1,37219.19,37324.65,6011.403704
2021-05-28 05:00:00,37324.65,37565.17,36686.0,36996.45,6195.394638
2021-05-28 06:00:00,36996.45,37193.71,36442.0,36933.03,6598.333998
2021-05-28 07:00:00,36933.02,37382.68,36474.57,36975.93,6688.452564
2021-05-28 08:00:00,36975.65,37250.0,35600.0,35968.03,7894.465812
2021-05-28 09:00:00,35968.04,36241.61,35360.0,35994.67,9905.946786
2021-05-28 10:00:00,35995.19,36512.37,35742.01,35925.85,6335.696351
2021-05-28 11:00:00,35925.85,36179.3,35100.0,35351.65,6311.286158
2021-05-28 12:00:00,35351.65,36853.74,35168.24,36589.74,9152.177556
2021-05-28 13:00:00,36590.24,37279.98,36588.41,36923.61,6338.890859
2021-05-28 14:00:00,36923.6,37103.37,36500.0,36588.51,3636.55789
2021-05-28 15:00:00,36588.51,37067.77,36395.87,36749.31,3552.884033
2021-05-28 16:00:00,36751.59,36845.93,35812.01,35815.56,7919.196589
2021-05-28 17:00:00,35813.92,36284.0,35650.22,35976.17,5362.546405
2021-05-28 18:00:00,35976.17,36369.82,35551.06,36190.92,4369.769969
2021-05-28 19:00:00,36190.91,36570.0,35555.52,35789.3,5259.875784
2021-05-28 20:00:00,35789.31,36240.0,35181.73,35209.89,5872.517994
2021-05-28 21:00:00,35209.86,35419.38,34684.0,35031.79,7091.819237
2021-05-28 22:00:00,35031.79,35600.0,34750.56,35061.65,5236.053523
2021-05-28 23:00:00,35061.92,35893.55,34950.01,35663.49,3656.900973
2021-05-29 00:00:00,35661.79,36437.5,35617.87,36214.77,3989.262001
2021-05-29 01:00:00,36217.97,36500.0,36091.71,36374.11,3064.396941
2021-05-29 02:00:00,36374.11,36585.36,36100.0,36338.56,3698.049213
2021-05-29 03:00:00,36338.56,36774.44,36165.05,36458.77,2751.863539
2021-05-29 04:00:00,36458.77,36631.82,35604.3,35702.64,3480.197649
2021-05-29 05:00:00,35702.64,37338.58,35702.63,36862.3,5064.550741
2021-05-29 06:00:00,36862.31,37086.1,36451.65,36522.92,2913.838284
2021-05-29 07:00:00,36522.92,36720.0,36001.0,36145.02,3478.041007
2021-05-29 08:00:00,36145.0,36350.0,35516.6,35776.76,3501.094883
2021-05-29 09:00:00,35776.76,35909.09,34854.79,35378.95,6457.259929
2021-05-29 10:00:00,35378.67,35469.36,34981.22,35230.64,3326.058934
2021-05-29 11:00:00,35230.64,35850.0,34567.89,35375.0,6135.233558
2021-05-29 12:00:00,35375.0,35402.34,34590.0,34778.18,4978.203787
2021-05-29 13:00:00,34779.65,34990.0,34125.68,34891.89,7954.557123
2021-05-29 14:00:00,34888.66,35300.0,34200.0,34618.56,6193.053689
2021-05-29 15:00:00,34620.3,34622.98,33800.0,34416.27,9643.083474
2021-05-29 16:00:00,34416.26,35049.0,34004.69,34828.86,6211.307749
2021-05-29 17:00:00,34835.4,34856.96,33650.0,33891.84,6021.105841
2021-05-29 18:00:00,33893.55,34179.96,33632.76,34070.98,5465.342194
2021-05-29 19:00:00,34069.35,34329.59,33674.91,34025.43,4135.986849
2021-05-29 20:00:00,34025.44,34494.93,33752.3,34234.18,4658.099088
2021-05-29 21:00:00,34235.14,34742.93,34063.98,34650.08,3326.550872
2021-05-29 22:00:00,34650.08,34651.73,34235.93,34467.84,2435.36036
2021-05-29 23:00:00,34468.95,35100.0,34137.09,34605.15,3780.594984
2021-05-30 00:00:00,34605.15,34616.26,33379.0,33855.95,6060.999971
2021-05-30 01:00:00,33849.25,34071.41,33500.0,33897.89,2693.575635
2021-05-30 02:00:00,33896.76,34659.1,33785.21,34531.04,2598.610171
2021-05-30 03:00:00,34531.05,34974.99,34360.48,34770.12,2919.087099
2021-05-30 04:00:00,34770.13,35258.28,34631.73,34751.74,3589.161222
2021-05-30 05:00:00,34750.71,35492.89,34750.7,35325.61,4145.05298
2021-05-30 06:00:00,35327.19,35881.54,35251.98,35775.9,4683.259174
2021-05-30 07:00:00,35775.9,36232.09,35583.51,35998.33,4081.661986
2021-05-30 08:00:00,35996.12,36211.25,35546.42,35668.64,3320.046135
2021-05-30 09:00:00,35671.62,36021.56,35671.62,35840.73,2123.159529
2021-05-30 10:00:00,35840.02,35999.0,35653.45,35702.99,2756.621243
2021-05-30 11:00:00,35703.0,36420.0,35700.0,36359.44,4034.044644
2021-05-30 12:00:00,36359.44,36488.0,35280.0,35524.92,4859.677007
2021-05-30 13:00:00,35524.94,35806.96,35401.0,35676.86,2833.671972
2021-05-30 14:00:00,35676.86,35732.08,35100.0,35347.95,3148.13191
2021-05-30 15:00:00,35347.1,35646.45,35209.03,35477.0,2213.669268
2021-05-30 16:00:00,35477.0,35999.98,35300.0,35735.97,2966.743676
2021-05-30 17:00:00,35734.95,36000.0,35707.64,35819.67,2188.193049
2021-05-30 18:00:00,35817.23,36264.77,35814.71,36125.54,2967.689472
2021-05-30 19:00:00,36125.54,36284.44,36021.64,36077.59,1608.40812
2021-05-30 20:00:00,36077.59,36350.0,35900.0,36050.0,2867.697945
2021-05-30 21:00:00,36050.0,36205.0,35839.95,35940.45,1546.574089
2021-05-30 22:00:00,35939.61,36048.3,35667.0,35741.03,1725.646246
2021-05-30 23:00:00,35741.03,35820.0,35500.0,35641.27,1604.004424
2021-05-31 00:00:00,35641.26,36000.0,35200.0,35312.83,3371.935334
2021-05-31 01:00:00,35312.82,35434.42,34727.91,34804.39,3468.140112
2021-05-31 02:00:00,34806.75,34975.0,34440.8,34720.0,3853.411187
2021-05-31 03:00:00,34727.52,34747.21,34250.55,34489.57,3437.378712
2021-05-31 04:00:00,34489.58,34664.37,34153.84,34466.38,2677.09563
2021-05-31 05:00:00,34466.37,34688.74,34185.35,34447.34,3519.449009
2021-05-31 06:00:00,34447.35,35115.27,34434.29,35040.94,3946.599314
2021-05-31 07:00:00,35045.92,35975.0,34981.11,35850.17,6010.324686
2021-05-31 08:00:00,35850.17,36240.09,35588.08,36120.49,4694.039654
2021-05-31 09:00:00,36120.49,36384.99,35876.0,35929.8,4351.975493
2021-05-31 10:00:00,35931.48,37030.0,35926.81,36882.95,8736.334823
2021-05-31 11:00:00,36883.75,37195.0,36750.0,36836.46,5165.136262
2021-05-31 12:00:00,36836.46,37278.03,36605.0,36777.0,5044.905836
2021-05-31 13:00:00,36777.01,37062.57,36510.66,36721.28,5030.723894
2021-05-31 14:00:00,36721.29,36853.94,36333.44,36620.39,4333.305783
2021-05-31 15:00:00,36620.39,37149.99,36580.01,36961.16,4167.824255
2021-05-31 16:00:00,36961.16,37457.07,36843.24,37117.24,6313.228329
2021-05-31 17:00:00,37117.21,37178.16,36673.41,36934.73,4003.907256
2021-05-31 18:00:00,36935.81,36955.02,36600.2,36694.27,1919.115189
2021-05-31 19:00:00,36694.27,36871.38,36510.01,36863.67,1963.402273
2021-05-31 20:00:00,36865.75,36980.76,36557.3,36675.06,1697.834605
2021-05-31 21:00:00,36677.85,37087.3,36623.01,36932.55,1483.171068
2021-05-31 22:00:00,36932.55,37250.0,36835.85,36879.23,2322.342402
2021-05-31 23:00:00,36879.23,37499.0,36800.93,37253.81,2649.154183
2021-06-01 00:00:00,37253.82,37894.81,37100.0,37798.31,5234.072735
2021-06-01 01:00:00,37798.32,37803.49,37160.0,37196.64,3154.434156
2021-06-01 02:00:00,37196.64,37296.08,36620.0,36850.0,3078.850158
2021-06-01 03:00:00,36850.0,37124.09,36478.0,36704.99,3179.701359
2021-06-01 04:00:00,36706.8,36957.69,36561.89,36748.01,1767.107527
2021-06-01 05:00:00,36748.02,37350.0,36710.4,37266.55,2603.445266
2021-06-01 06:00:00,37264.66,37443.72,36710.19,36915.32,3002.411865
2021-06-01 07:00:00,36917.6,37171.09,36638.71,36831.58,2722.383175
2021-06-01 08:00:00,36831.58,36939.81,35902.43,36197.77,5806.787389
2021-06-01 09:00:00,36197.75,36362.98,35965.72,36231.51,2723.889997
2021-06-01 10:00:00,36234.1,36593.41,36095.15,36439.6,2804.839551
2021-06-01 11:00:00,36439.59,36761.96,36282.01,36596.62,2484.370825
2021-06-01 12:00:00,36596.63,36597.26,36112.01,36164.95,3365.376983
2021-06-01 13:00:00,36163.51,37440.0,35666.0,37039.69,10250.555776
2021-06-01 14:00:00,37036.57,37289.86,36478.36,36636.71,4510.797149
2021-06-01 15:00:00,36634.42,36644.7,36025.46,36235.29,3903.095706
2021-06-01 16:00:00,36235.28,36479.99,35760.0,35875.57,4317.774876
2021-06-01 17:00:00,35871.69,36300.0,35716.66,36154.77,2880.592451
2021-06-01 18:00:00,36154.64,36492.89,36087.95,36240.69,2494.576699
2021-06-01 19:00:00,36240.46,36240.49,35726.36,35973.87,3225.508932
2021-06-01 20:00:00,35973.86,36339.6,35873.08,36327.05,1999.820832
2021-06-01 21:00:00,36327.05,36474.55,36040.11,36418.77,1772.288919
2021-06-01 22:00:00,36418.77,36590.53,36213.8,36433.69,1811.947807
2021-06-01 23:00:00,36433.69,36800.0,36428.42,36693.09,2140.033637
2021-06-02 00:00:00,36694.85,36900.0,36059.12,36179.39,2792.547517
2021-06-02 01:00:00,36179.38,36299.47,35920.0,36292.17,1757.999958
2021-06-02 02:00:00,36292.17,36550.0,36230.0,36268.41,1463.206921
2021-06-02 03:00:00,36267.67,36685.0,36267.08,36472.39,1989.76496
2021-06-02 04:00:00,36472.38,36767.44,36472.38,36665.05,1930.591246
2021-06-02 05:00:00,36662.22,36921.0,36487.66,36808.49,2488.19277
2021-06-02 06:00:00,36808.49,36989.0,36661.53,36734.54,2448.940769
2021-06-02 07:00:00,36734.54,37400.0,36731.03,37220.0,5591.509934
2021-06-02 08:00:00,37219.99,37473.29,37065.0,37371.01,3634.601704
2021-06-02 09:00:00,37371.64,37538.07,37169.26,37270.26,3172.904914
2021-06-02 10:00:00,37270.26,37294.54,37042.7,37151.17,2548.990591
2021-06-02 11:00:00,37148.02,37369.2,36851.45,37203.08,3485.806389
2021-06-02 12:00:00,37203.08,37450.75,37170.38,37276.59,2547.700014
2021-06-02 13:00:00,37276.58,37800.0,37058.61,37539.04,5254.229145
2021-06-02 14:00:00,37539.05,38100.0,37455.0,37853.57,5342.75313
2021-06-02 15:00:00,37853.57,38225.0,37853.56,38040.7,4402.050688
2021-06-02 16:00:00,38040.69,38200.0,37727.37,37893.57,3948.777877
2021-06-02 17:00:00,37893.57,38095.0,37750.0,38014.98,2057.314994
2021-06-02 18:00:00,38014.23,38066.65,37775.0,38016.41,1826.695163
2021-06-02 19:00:00,38016.41,38045.0,37795.59,37884.57,1458.803558
2021-06-02 20:00:00,37884.58,37929.97,37569.25,37724.61,2425.931378
2021-06-02 21:00:00,37724.61,37918.0,37673.21,37780.32,1280.280508
2021-06-02 22:00:00,37779.86,37874.66,37320.0,37527.89,2308.791592
2021-06-02 23:00:00,37527.89,37745.41,37434.01,37568.68,1428.986775
2021-06-03 00:00:00,37568.68,37903.14,37291.35,37469.31,2938.209713
2021-06-03 01:00:00,37469.32,37580.43,37250.0,37298.0,1650.418934
2021-06-03 02:00:00,37298.01,37430.69,37170.0,37400.07,1984.270392
2021-06-03 03:00:00,37400.07,37678.86,37340.0,37634.57,1808.815073
2021-06-03 04:00:00,37635.24,38054.56,37600.0,37970.0,2364.16549
2021-06-03 05:00:00,37970.0,38895.0,37970.0,38795.88,7286.25633
2021-06-03 06:00:00,38795.88,38974.19,38589.97,38949.0,3510.446139
2021-06-03 07:00:00,38949.02,39039.19,38538.75,38634.09,3133.790578
2021-06-03 08:00:00,38634.77,38897.0,38518.96,38817.28,2548.368045
2021-06-03 09:00:00,38817.28,39210.0,38817.06,39119.59,3908.322919
2021-06-03 10:00:00,39119.84,39476.0,39017.44,39259.23,4322.787482
2021-06-03 11:00:00,39259.23,39308.02,38715.24,38781.75,5440.29644
2021-06-03 12:00:00,38781.75,39090.9,38555.0,38999.01,4793.181879
2021-06-03 13:00:00,38999.01,39265.25,38288.0,38440.01,7469.567001
2021-06-03 14:00:00,38440.0,38716.94,38343.54,38615.21,2965.055863
2021-06-03 15:00:00,38615.21,38768.2,38401.0,38535.61,2233.526973
2021-06-03 16:00:00,38535.6,38965.42,38431.03,38874.32,2969.053609
2021-06-03 17:00:00,38874.32,38997.0,38719.33,38791.9,2173.696148
2021-06-03 18:00:00,38791.89,38931.97,38522.72,38553.01,2107.197344
2021-06-03 19:00:00,38553.0,38674.15,38450.0,38596.64,1814.849087
2021-06-03 20:00:00,38596.65,38746.78,38532.31,38708.07,1480.727577
2021-06-03 21:00:00,38708.08,38987.61,38640.22,38741.35,1838.975335
2021-06-03 22:00:00,38745.77,38991.98,38718.98,38890.71,1544.963728
2021-06-03 23:00:00,38890.71,39450.0,38790.62,39246.79,3602.163932
2021-06-04 00:00:00,39246.78,39289.07,38575.9,38682.38,3036.887123
2021-06-04 01:00:00,38687.05,38692.8,37588.0,37900.0,7376.464574
2021-06-04 02:00:00,37900.0,37900.0,37320.26,37775.12,4298.064355
2021-06-04 03:00:00,37775.12,38133.23,37571.45,37933.72,2436.548113
2021-06-04 04:00:00,37933.73,37939.25,37400.0,37556.76,3231.873092
2021-06-04 05:00:00,37556.76,37679.94,36500.0,36716.55,10841.452418
2021-06-04 06:00:00,36718.38,37039.0,36529.83,36782.54,3797.324576
2021-06-04 07:00:00,36782.54,36852.0,36218.21,36610.29,5518.924286
2021-06-04 08:00:00,36606.8,36827.6,36072.82,36704.97,3855.485018
2021-06-04 09:00:00,36704.96,36861.6,36350.0,36854.99,2720.250609
2021-06-04 10:00:00,36854.99,37028.65,36537.53,36630.3,3332.611247
2021-06-04 11:00:00,36630.31,36848.64,36361.0,36585.66,3254.528559
2021-06-04 12:00:00,36585.67,37139.0,35555.15,36878.96,10121.715667
2021-06-04 13:00:00,36879.64,36988.22,36606.35,36729.31,3251.229369
2021-06-04 14:00:00,36729.32,36893.45,36150.0,36707.94,4101.788167
2021-06-04 15:00:00,36707.94,37064.29,36621.83,36948.85,3532.148876
2021-06-04 16:00:00,36948.86,37061.43,36751.05,36892.3,2768.577053
2021-06-04 17:00:00,36892.3,37248.94,36800.01,37082.77,2204.775395
2021-06-04 18:00:00,37082.78,37168.85,36953.17,37099.27,1877.446084
2021-06-04 19:00:00,37099.28,37195.0,36708.0,36800.99,2174.96635
2021-06-04 20:00:00,36801.0,37117.52,36793.74,37032.57,1573.255188
2021-06-04 21:00:00,37032.58,37246.99,37023.08,37199.51,1665.561683
2021-06-04 22:00:00,37199.52,37246.12,37069.44,37088.4,1269.502151
2021-06-04 23:00:00,37088.37,37203.53,36462.42,36829.0,3076.419292
2021-06-05 00:00:00,36829.15,37800.0,36613.22,37684.66,3709.283404
2021-06-05 01:00:00,37682.84,37846.6,37550.0,37688.5,1739.587237
2021-06-05 02:00:00,37688.5,37761.42,37336.11,37639.91,2187.474395
2021-06-05 03:00:00,37639.92,37748.88,37375.34,37410.0,1390.108384
2021-06-05 04:00:00,37410.04,37717.93,37410.04,37675.1,1747.592638
2021-06-05 05:00:00,37675.1,37750.0,37467.67,37597.98,1283.216418
2021-06-05 06:00:00,37597.98,37837.04,37558.0,37703.0,1573.376116
2021-06-05 07:00:00,37700.43,37925.0,37547.34,37582.14,2333.241941
2021-06-05 08:00:00,37582.13,37850.0,37430.0,37780.8,1882.573974
2021-06-05 09:00:00,37780.8,37830.0,35951.74,36325.8,6018.556186
2021-06-05 10:00:00,36325.56,36697.53,36022.69,36454.63,4716.584484
2021-06-05 11:00:00,36454.63,36535.77,35667.0,35869.42,4403.229766
2021-06-05 12:00:00,35869.42,36221.53,35250.0,36009.8,6647.434589
2021-06-05 13:00:00,36009.8,36049.65,35672.73,35726.95,2793.414551
2021-06-05 14:00:00,35726.99,36000.0,35514.73,35643.33,3336.817371
2021-06-05 15:00:00,35643.33,36435.0,35560.57,36321.42,3452.823019
2021-06-05 16:00:00,36321.42,36321.43,35976.16,36075.86,1898.64111
2021-06-05 17:00:00,36075.86,36324.2,35859.52,36021.11,1769.637579
2021-06-05 18:00:00,36021.11,36175.0,35900.0,36040.12,1719.348598
2021-06-05 19:00:00,36040.12,36300.0,35692.04,35778.94,2193.370279
2021-06-05 20:00:00,35777.61,36016.1,35555.55,35842.4,2410.875449
2021-06-05 21:00:00,35838.96,35842.06,34800.0,34964.69,4946.470098
2021-06-05 22:00:00,34964.69,35399.17,34832.51,35061.62,4202.175
2021-06-05 23:00:00,35061.62,35614.55,35061.11,35513.2,2103.788904
2021-06-06 00:00:00,35516.07,35774.99,35405.61,35570.55,2239.877294
2021-06-06 01:00:00,35570.56,36257.05,35568.36,36215.19,2478.561496
2021-06-06 02:00:00,36215.18,36257.34,36040.0,36130.27,1437.818921
2021-06-06 03:00:00,36130.26,36220.0,35807.88,35989.67,2237.260658
2021-06-06 04:00:00,35988.56,36200.0,35949.28,36080.0,1477.199976
2021-06-06 05:00:00,36083.1,36251.99,35995.2,36236.65,1362.03154
2021-06-06 06:00:00,36236.66,36480.0,35701.04,35853.21,2675.890817
2021-06-06 07:00:00,35851.36,36185.0,35830.03,36132.57,1543.498432
2021-06-06 08:00:00,36132.52,36350.0,35967.85,36308.52,1919.382942
2021-06-06 09:00:00,36306.97,36414.55,36129.15,36166.27,1613.187078
2021-06-06 10:00:00,36166.27,36217.17,35830.0,36015.69,2041.272248
2021-06-06 11:00:00,36015.69,36152.0,35800.93,35868.13,1627.820547
2021-06-06 12:00:00,35868.12,36121.64,35800.0,35869.81,1652.086631
2021-06-06 13:00:00,35869.8,36013.26,35550.0,35639.03,2353.645149
2021-06-06 14:00:00,35639.03,36218.0,35450.0,36111.03,3144.469682
2021-06-06 15:00:00,36111.03,36429.28,36053.0,36157.47,2323.523263
2021-06-06 16:00:00,36157.47,36317.81,36112.51,36224.57,1700.256116
2021-06-06 17:00:00,36224.65,36227.11,35907.17,36031.27,1984.566067
2021-06-06 18:00:00,36031.27,36038.27,35830.07,35890.0,1562.95012
2021-06-06 19:00:00,35889.99,35889.99,35705.0,35747.15,1409.824964
2021-06-06 20:00:00,35747.14,35995.28,35581.72,35971.67,2215.940472
2021-06-06 21:00:00,35971.67,35984.71,35860.0,35938.61,1420.884639
2021-06-06 22:00:00,35938.61,35950.0,35222.0,35554.86,3314.746947
2021-06-06 23:00:00,35557.11,35878.21,35488.0,35796.31,1913.510638
2021-06-07 00:00:00,35796.31,36420.0,35498.62,36293.02,4014.241959
2021-06-07 01:00:00,36293.03,36900.0,36164.63,36679.08,3376.762241
2021-06-07 02:00:00,36679.08,36759.49,36555.0,36641.4,2047.378616
2021-06-07 03:00:00,36641.4,36715.0,36285.44,36392.93,2248.535262
2021-06-07 04:00:00,36392.94,36545.01,36209.61,36250.01,1557.902089
2021-06-07 05:00:00,36250.01,36427.0,35968.45,36289.33,1956.685153
2021-06-07 06:00:00,36289.33,36360.0,36035.55,36070.17,1991.413672
2021-06-07 07:00:00,36071.97,36215.75,35850.66,36139.99,2349.826657
2021-06-07 08:00:00,36139.99,36314.73,35900.52,36103.26,2104.947141
2021-06-07 09:00:00,36103.25,36393.52,36027.75,36269.68,3414.097362
2021-06-07 10:00:00,36269.67,36591.72,36269.66,36492.35,3055.881581
2021-06-07 11:00:00,36492.35,36580.0,36298.29,36376.47,1750.251616
2021-06-07 12:00:00,36376.47,36777.47,36241.6,36611.31,2793.979523
2021-06-07 13:00:00,36611.31,36726.0,36257.56,36315.49,2447.685035
2021-06-07 14:00:00,36315.5,36316.51,35860.5,36054.96,4113.468993
2021-06-07 15:00:00,36054.96,36143.46,35950.0,36035.51,1564.360753
2021-06-07 16:00:00,36035.35,36079.63,35688.92,35793.35,2913.039382
2021-06-07 17:00:00,35793.36,35916.84,35575.0,35725.12,2633.342931
2021-06-07 18:00:00,35725.12,35777.0,35400.0,35486.9,2789.006593
2021-06-07 19:00:00,35484.57,35682.12,35328.02,35634.46,2616.997634
2021-06-07 20:00:00,35634.45,35744.52,34000.08,34440.43,8750.144376
2021-06-07 21:00:00,34440.44,34647.58,33563.4,34113.35,7836.220911
2021-06-07 22:00:00,34113.66,34291.54,33905.55,34147.92,3330.645468
2021-06-07 23:00:00,34147.92,34182.8,33300.0,33552.79,5918.137625
2021-06-08 00:00:00,33556.96,34068.01,33340.0,33670.35,7752.349081
2021-06-08 01:00:00,33669.79,33961.9,33553.39,33776.06,3102.17465
2021-06-08 02:00:00,33776.06,33886.21,32351.0,32709.92,9712.075496
2021-06-08 03:00:00,32709.92,32887.82,32424.32,32817.09,6571.652986
2021-06-08 04:00:00,32817.09,33155.0,32660.0,32840.38,4227.435963
2021-06-08 05:00:00,32840.39,32986.4,32481.83,32892.95,4182.810042
2021-06-08 06:00:00,32892.95,32945.0,32537.54,32596.49,2934.497913
2021-06-08 07:00:00,32596.49,33246.09,32123.0,32966.7,6805.536932
2021-06-08 08:00:00,32966.7,33373.01,32859.97,32912.25,4529.950734
2021-06-08 09:00:00,32912.2,32970.18,32666.65,32813.52,3784.332542
2021-06-08 10:00:00,32813.51,33188.77,32651.52,32805.07,4434.176311
2021-06-08 11:00:00,32805.07,33247.25,32695.33,33089.99,3718.698122
2021-06-08 12:00:00,33084.43,33179.23,32810.7,32882.06,2399.625682
2021-06-08 13:00:00,32882.06,32952.24,32364.93,32383.8,4139.345669
2021-06-08 14:00:00,32383.8,32530.02,31428.63,31769.41,11267.834619
2021-06-08 15:00:00,31769.42,31839.98,31000.0,31705.24,10762.994851
2021-06-08 16:00:00,31705.25,32378.36,31563.52,32174.17,6657.563975
2021-06-08 17:00:00,32174.17,32210.52,31851.85,32156.31,3170.233084
2021-06-08 18:00:00,32157.97,32782.69,32053.91,32735.9,4963.573958
2021-06-08 19:00:00,32735.9,32999.35,32589.24,32864.18,3884.369199
2021-06-08 20:00:00,32864.19,33841.98,32661.95,33596.12,5955.165172
2021-06-08 21:00:00,33596.15,33781.65,33260.56,33451.46,3935.237252
2021-06-08 22:00:00,33456.2,33795.84,33343.88,33437.9,2250.438206
2021-06-08 23:00:00,33437.91,33646.98,33280.19,33380.81,2109.116598
2021-06-09 00:00:00,33380.8,33540.47,32858.68,32886.11,3656.210678
2021-06-09 01:00:00,32886.11,33049.99,32441.4,32510.73,2920.949523
2021-06-09 02:00:00,32510.73,33248.9,32396.82,32870.77,3740.133883
2021-06-09 03:00:00,32870.77,33100.0,32610.73,32863.07,3054.194549
2021-06-09 04:00:00,32862.25,32985.89,32536.49,32967.6,2887.155355
2021-06-09 05:00:00,32969.02,33784.85,32900.01,33502.57,5609.195734
2021-06-09 06:00:00,33502.57,34360.0,33423.2,34203.9,7580.074294
2021-06-09 07:00:00,34203.89,34512.95,34080.0,34169.05,6543.907816
2021-06-09 08:00:00,34168.11,34299.03,33808.0,34056.25,4863.509494
2021-06-09 09:00:00,34056.25,34385.0,33967.68,33999.48,4508.544055
2021-06-09 10:00:00,33999.48,34730.0,33925.6,34477.15,5187.114595
2021-06-09 11:00:00,34476.8,35045.55,34352.37,34972.42,6329.577646
